Gene stable ID	Gene stable ID version	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene % GC content	Gene type
ENSMUSG00000077677	ENSMUSG00000077677.3	predicted gene, 24468 [Source:MGI Symbol;Acc:MGI:5454245]	4	101043961	101044064	Gm24468	43.27	snRNA
ENSMUSG00000082928	ENSMUSG00000082928.2	predicted gene 12785 [Source:MGI Symbol;Acc:MGI:3650357]	4	101067613	101067784	Gm12785	38.95	processed_pseudogene
ENSMUSG00000065279	ENSMUSG00000065279.3	predicted gene, 25124 [Source:MGI Symbol;Acc:MGI:5454901]	4	101128340	101128503	Gm25124	45.73	snRNA
ENSMUSG00000087842	ENSMUSG00000087842.3	predicted gene, 25622 [Source:MGI Symbol;Acc:MGI:5455399]	12	113177769	113177872	Gm25622	43.27	snRNA
ENSMUSG00000081678	ENSMUSG00000081678.2	predicted gene 12959 [Source:MGI Symbol;Acc:MGI:3649444]	4	119410853	119411255	Gm12959	49.63	processed_pseudogene
ENSMUSG00000081621	ENSMUSG00000081621.2	predicted gene 12793 [Source:MGI Symbol;Acc:MGI:3649401]	4	101198554	101198845	Gm12793	48.29	processed_pseudogene
ENSMUSG00000112167	ENSMUSG00000112167.2	predicted gene, 47053 [Source:MGI Symbol;Acc:MGI:6095761]	12	76539129	76539285	Gm47053	40.76	processed_pseudogene
ENSMUSG00000065451	ENSMUSG00000065451.3	microRNA 101a [Source:MGI Symbol;Acc:MGI:2676803]	4	101204142	101204224	Mir101a	49.40	miRNA
ENSMUSG00000023247	ENSMUSG00000023247.3	guanylate cyclase activator 2a (guanylin) [Source:MGI Symbol;Acc:MGI:102738]	4	119494901	119496668	Guca2a	53.73	protein_coding
ENSMUSG00000052609	ENSMUSG00000052609.10	pleckstrin homology domain containing, family G (with RhoGef domain) member 3 [Source:MGI Symbol;Acc:MGI:2388284]	12	76577665	76627262	Plekhg3	50.17	protein_coding
ENSMUSG00000015605	ENSMUSG00000015605.7	serum response factor [Source:MGI Symbol;Acc:MGI:106658]	17	46859255	46867101	Srf	55.91	protein_coding
ENSMUSG00000088383	ENSMUSG00000088383.4	predicted gene, 24687 [Source:MGI Symbol;Acc:MGI:5454464]	X	151651616	151651856	Gm24687	53.11	ribozyme
ENSMUSG00000050397	ENSMUSG00000050397.5	forkhead box L2 [Source:MGI Symbol;Acc:MGI:1349428]	9	98837341	98840596	Foxl2	60.84	protein_coding
ENSMUSG00000006373	ENSMUSG00000006373.11	progesterone receptor membrane component 1 [Source:MGI Symbol;Acc:MGI:1858305]	X	35861859	35869732	Pgrmc1	43.54	protein_coding
ENSMUSG00000046456	ENSMUSG00000046456.15	transmembrane protein 150B [Source:MGI Symbol;Acc:MGI:2679718]	7	4709831	4728248	Tmem150b	48.31	protein_coding
ENSMUSG00000083614	ENSMUSG00000083614.2	predicted gene 12795 [Source:MGI Symbol;Acc:MGI:3649205]	4	101219374	101220087	Gm12795	47.90	processed_pseudogene
ENSMUSG00000105154	ENSMUSG00000105154.2	predicted gene, 20128 [Source:MGI Symbol;Acc:MGI:5012313]	3	58312122	58312538	Gm20128	47.24	processed_pseudogene
ENSMUSG00000084758	ENSMUSG00000084758.2	predicted gene 12798 [Source:MGI Symbol;Acc:MGI:3651483]	4	101260278	101265053	Gm12798	44.54	lncRNA
ENSMUSG00000075528	ENSMUSG00000075528.14	alanyl-tRNA synthetase domain containing 1 [Source:MGI Symbol;Acc:MGI:1916934]	11	101297665	101308441	Aarsd1	48.71	protein_coding
ENSMUSG00000032978	ENSMUSG00000032978.15	guanylate cyclase activator 2b [Source:MGI Symbol;Acc:MGI:1270851]	4	119513804	119516151	Guca2b	53.24	protein_coding
ENSMUSG00000090300	ENSMUSG00000090300.2	predicted gene 17119 [Source:MGI Symbol;Acc:MGI:4937946]	3	14629462	14629741	Gm17119	43.93	transcribed_processed_pseudogene
ENSMUSG00000063382	ENSMUSG00000063382.7	B cell CLL/lymphoma 9-like [Source:MGI Symbol;Acc:MGI:1933114]	9	44394122	44423193	Bcl9l	56.61	protein_coding
ENSMUSG00000027852	ENSMUSG00000027852.15	neuroblastoma ras oncogene [Source:MGI Symbol;Acc:MGI:97376]	3	102965601	102975230	Nras	42.00	protein_coding
ENSMUSG00000091123	ENSMUSG00000091123.2	predicted gene 17181 [Source:MGI Symbol;Acc:MGI:4938008]	1	87441897	87442019	Gm17181	41.46	processed_pseudogene
ENSMUSG00000040423	ENSMUSG00000040423.12	RING CCCH (C3H) domains 1 [Source:MGI Symbol;Acc:MGI:2685397]	1	160733988	160802548	Rc3h1	38.70	protein_coding
ENSMUSG00000106514	ENSMUSG00000106514.3	microRNA 6976 [Source:MGI Symbol;Acc:MGI:5562751]	17	46864753	46864815	Mir6976	57.14	miRNA
ENSMUSG00000023972	ENSMUSG00000023972.11	PTK7 protein tyrosine kinase 7 [Source:MGI Symbol;Acc:MGI:1918711]	17	46875397	46940430	Ptk7	50.18	protein_coding
ENSMUSG00000059708	ENSMUSG00000059708.13	A kinase anchor protein 17B [Source:MGI Symbol;Acc:MGI:2443758]	X	35871967	35909048	Akap17b	41.16	protein_coding
ENSMUSG00000118194	ENSMUSG00000118194.2	predicted gene, 19505 [Source:MGI Symbol;Acc:MGI:5011690]	19	6077568	6077895	Gm19505	48.48	processed_pseudogene
ENSMUSG00000024807	ENSMUSG00000024807.19	synovial apoptosis inhibitor 1, synoviolin [Source:MGI Symbol;Acc:MGI:1921376]	19	6096606	6103742	Syvn1	56.07	protein_coding
ENSMUSG00000028634	ENSMUSG00000028634.18	human immunodeficiency virus type I enhancer binding protein 3 [Source:MGI Symbol;Acc:MGI:106589]	4	119590981	119995242	Hivep3	47.59	protein_coding
ENSMUSG00000022824	ENSMUSG00000022824.13	mucin 13, epithelial transmembrane [Source:MGI Symbol;Acc:MGI:103190]	16	33614407	33640304	Muc13	44.78	protein_coding
ENSMUSG00000088575	ENSMUSG00000088575.3	predicted gene, 24537 [Source:MGI Symbol;Acc:MGI:5454314]	7	4741831	4741932	Gm24537	44.12	snRNA
ENSMUSG00000055723	ENSMUSG00000055723.7	related RAS viral (r-ras) oncogene 2 [Source:MGI Symbol;Acc:MGI:1914172]	7	113646017	113717016	Rras2	45.06	protein_coding
ENSMUSG00000097487	ENSMUSG00000097487.8	prostaglandin E synthase 3 like [Source:MGI Symbol;Acc:MGI:1916146]	11	101309638	101316159	Ptges3l	47.36	protein_coding
ENSMUSG00000081281	ENSMUSG00000081281.2	ribosomal protein L7, pseudogene 9 [Source:MGI Symbol;Acc:MGI:3645367]	X	35931870	35932666	Rpl7-ps9	46.93	processed_pseudogene
ENSMUSG00000037636	ENSMUSG00000037636.7	solute carrier family 25, member 43 [Source:MGI Symbol;Acc:MGI:2684854]	X	36007312	36040855	Slc25a43	43.79	protein_coding
ENSMUSG00000003546	ENSMUSG00000003546.11	kinesin light chain 4 [Source:MGI Symbol;Acc:MGI:1922014]	17	46941550	46956948	Klc4	51.74	protein_coding
ENSMUSG00000113631	ENSMUSG00000113631.2	predicted gene, 48745 [Source:MGI Symbol;Acc:MGI:6098416]	13	95821653	95823317	Gm48745	44.68	TEC
ENSMUSG00000021675	ENSMUSG00000021675.5	coagulation factor II thrombin receptor like 2 [Source:MGI Symbol;Acc:MGI:1298208]	13	95833361	95839247	F2rl2	44.25	protein_coding
ENSMUSG00000064530	ENSMUSG00000064530.4	predicted gene, 23613 [Source:MGI Symbol;Acc:MGI:5453390]	X	36040272	36040358	Gm23613	36.78	snoRNA
ENSMUSG00000016319	ENSMUSG00000016319.4	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5 [Source:MGI Symbol;Acc:MGI:1353496]	X	36059304	36062460	Slc25a5	50.30	protein_coding
ENSMUSG00000053158	ENSMUSG00000053158.11	feline sarcoma oncogene [Source:MGI Symbol;Acc:MGI:95514]	7	80027504	80037694	Fes	54.43	protein_coding
ENSMUSG00000092325	ENSMUSG00000092325.3	predicted gene, 18284 [Source:MGI Symbol;Acc:MGI:5010469]	15	81558461	81559079	Gm18284	46.20	processed_pseudogene
ENSMUSG00000063765	ENSMUSG00000063765.13	chondroadherin-like [Source:MGI Symbol;Acc:MGI:3036284]	15	81562497	81581488	Chadl	54.38	protein_coding
ENSMUSG00000118445	ENSMUSG00000118445.2	predicted gene, 50469 [Source:MGI Symbol;Acc:MGI:6324738]	13	95844002	95862055	Gm50469	42.26	lncRNA
ENSMUSG00000088506	ENSMUSG00000088506.3	predicted gene, 24409 [Source:MGI Symbol;Acc:MGI:5454186]	2	122215970	122216121	Gm24409	47.37	snRNA
ENSMUSG00000118436	ENSMUSG00000118436.2	predicted gene, 32880 [Source:MGI Symbol;Acc:MGI:5592039]	13	95873091	95890146	Gm32880	42.66	lncRNA
ENSMUSG00002076568	ENSMUSG00002076568.1	predicted gene, 56130 [Source:MGI Symbol;Acc:MGI:6848718]	2	19939674	19939764	Gm56130	38.46	snoRNA
ENSMUSG00000083777	ENSMUSG00000083777.2	predicted gene 13361 [Source:MGI Symbol;Acc:MGI:3651169]	2	19970778	19972208	Gm13361	48.22	processed_pseudogene
ENSMUSG00000060795	ENSMUSG00000060795.6	predicted gene 13363 [Source:MGI Symbol;Acc:MGI:3651407]	2	19997732	19998253	Gm13363	42.34	processed_pseudogene
ENSMUSG00000065866	ENSMUSG00000065866.3	predicted gene, 24032 [Source:MGI Symbol;Acc:MGI:5453809]	13	96033470	96033628	Gm24032	49.69	snRNA
ENSMUSG00000021302	ENSMUSG00000021302.11	geranylgeranyl diphosphate synthase 1 [Source:MGI Symbol;Acc:MGI:1341724]	13	14225244	14238073	Ggps1	40.94	protein_coding
ENSMUSG00000082164	ENSMUSG00000082164.2	predicted gene 13360 [Source:MGI Symbol;Acc:MGI:3652147]	2	20041907	20042705	Gm13360	45.93	processed_pseudogene
ENSMUSG00000081128	ENSMUSG00000081128.2	predicted gene 13328 [Source:MGI Symbol;Acc:MGI:3651185]	2	20239856	20240875	Gm13328	53.04	processed_pseudogene
ENSMUSG00000118880	ENSMUSG00000118880.1	predicted gene, 23970 [Source:MGI Symbol;Acc:MGI:5453747]	2	20285330	20285436	Gm23970	37.38	snRNA
ENSMUSG00000091457	ENSMUSG00000091457.2	predicted gene 17171 [Source:MGI Symbol;Acc:MGI:4937998]	2	20305628	20329481	Gm17171	39.06	lncRNA
ENSMUSG00000085477	ENSMUSG00000085477.8	predicted gene 13335 [Source:MGI Symbol;Acc:MGI:3651482]	2	20425381	20437745	Gm13335	44.71	lncRNA
ENSMUSG00002076489	ENSMUSG00002076489.1	predicted gene, 56138 [Source:MGI Symbol;Acc:MGI:6848734]	2	20564615	20564703	Gm56138	42.70	misc_RNA
ENSMUSG00000086418	ENSMUSG00000086418.2	predicted gene 13362 [Source:MGI Symbol;Acc:MGI:3652150]	2	20714186	20718045	Gm13362	40.31	lncRNA
ENSMUSG00000016308	ENSMUSG00000016308.14	ubiquitin-conjugating enzyme E2A [Source:MGI Symbol;Acc:MGI:102959]	X	36064828	36147875	Ube2a	43.26	protein_coding
ENSMUSG00000061689	ENSMUSG00000061689.16	DLG associated protein 4 [Source:MGI Symbol;Acc:MGI:2138865]	2	156455625	156606283	Dlgap4	51.77	protein_coding
ENSMUSG00000022391	ENSMUSG00000022391.17	RAN GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:103071]	15	81588449	81629731	Rangap1	48.03	protein_coding
ENSMUSG00000039585	ENSMUSG00000039585.16	myosin IXa [Source:MGI Symbol;Acc:MGI:107735]	9	59658179	59836149	Myo9a	36.75	protein_coding
ENSMUSG00000116916	ENSMUSG00000116916.2	predicted gene, 34967 [Source:MGI Symbol;Acc:MGI:5594126]	16	33644415	33644650	Gm34967	47.03	processed_pseudogene
ENSMUSG00000022817	ENSMUSG00000022817.16	integrin beta 5 [Source:MGI Symbol;Acc:MGI:96614]	16	33650035	33769708	Itgb5	47.73	protein_coding
ENSMUSG00000098600	ENSMUSG00000098600.3	microRNA 6929 [Source:MGI Symbol;Acc:MGI:5530680]	11	101310013	101310079	Mir6929	55.22	miRNA
ENSMUSG00000035007	ENSMUSG00000035007.6	RUN domain containing 1 [Source:MGI Symbol;Acc:MGI:2144506]	11	101315911	101326499	Rundc1	47.57	protein_coding
ENSMUSG00000115115	ENSMUSG00000115115.2	predicted gene, 55960 [Source:MGI Symbol;Acc:MGI:6848380]	4	119922193	119951170	Gm55960	47.92	protein_coding
ENSMUSG00000104671	ENSMUSG00000104671.2	predicted gene 43062 [Source:MGI Symbol;Acc:MGI:5663199]	3	102978490	102979808	Gm43062	41.85	lncRNA
ENSMUSG00000028527	ENSMUSG00000028527.19	adenylate kinase 4 [Source:MGI Symbol;Acc:MGI:87979]	4	101276474	101324192	Ak4	46.46	protein_coding
ENSMUSG00000074206	ENSMUSG00000074206.8	alcohol dehydrogenase 6B (class V) [Source:MGI Symbol;Acc:MGI:2446626]	3	138047536	138064622	Adh6b	42.62	protein_coding
ENSMUSG00000002767	ENSMUSG00000002767.14	mitochondrial ribosomal protein L2 [Source:MGI Symbol;Acc:MGI:1351622]	17	46957155	46961065	Mrpl2	49.68	protein_coding
ENSMUSG00000000632	ENSMUSG00000000632.14	seizure related gene 6 [Source:MGI Symbol;Acc:MGI:104745]	11	77821626	77869874	Sez6	51.55	protein_coding
ENSMUSG00000087752	ENSMUSG00000087752.3	predicted gene, 23467 [Source:MGI Symbol;Acc:MGI:5453244]	3	138048899	138049057	Gm23467	45.28	snRNA
ENSMUSG00000027806	ENSMUSG00000027806.10	TSC22 domain family, member 2 [Source:MGI Symbol;Acc:MGI:1919283]	3	58322136	58374204	Tsc22d2	35.79	protein_coding
ENSMUSG00000092738	ENSMUSG00000092738.3	microRNA 5135 [Source:MGI Symbol;Acc:MGI:4950460]	12	76579908	76579986	Mir5135	62.03	miRNA
ENSMUSG00000021061	ENSMUSG00000021061.16	spectrin beta, erythrocytic [Source:MGI Symbol;Acc:MGI:98387]	12	76627262	76757321	Sptb	48.73	protein_coding
ENSMUSG00000051111	ENSMUSG00000051111.17	synaptic vesicle glycoprotein 2c [Source:MGI Symbol;Acc:MGI:1922459]	13	96091102	96269085	Sv2c	43.84	protein_coding
ENSMUSG00000027808	ENSMUSG00000027808.9	stress-associated endoplasmic reticulum protein 1 [Source:MGI Symbol;Acc:MGI:92638]	3	58427238	58433313	Serp1	42.31	protein_coding
ENSMUSG00000020100	ENSMUSG00000020100.16	solute carrier family 29 (nucleoside transporters), member 3 [Source:MGI Symbol;Acc:MGI:1918529]	10	60547851	60588573	Slc29a3	51.59	protein_coding
ENSMUSG00000036430	ENSMUSG00000036430.9	tubulin-specific chaperone C [Source:MGI Symbol;Acc:MGI:1919976]	17	47201610	47202773	Tbcc	61.34	protein_coding
ENSMUSG00000107307	ENSMUSG00000107307.2	predicted gene 42935 [Source:MGI Symbol;Acc:MGI:5663072]	5	37454974	37455124	Gm42935	47.02	processed_pseudogene
ENSMUSG00000023978	ENSMUSG00000023978.6	peripherin 2 [Source:MGI Symbol;Acc:MGI:102791]	17	47221385	47235859	Prph2	51.17	protein_coding
ENSMUSG00000050248	ENSMUSG00000050248.12	EvC ciliary complex subunit 2 [Source:MGI Symbol;Acc:MGI:1915775]	5	37495843	37582399	Evc2	47.51	protein_coding
ENSMUSG00000103343	ENSMUSG00000103343.2	predicted gene, 37052 [Source:MGI Symbol;Acc:MGI:5610280]	1	160738359	160740189	Gm37052	38.83	TEC
ENSMUSG00000103846	ENSMUSG00000103846.2	predicted gene, 37809 [Source:MGI Symbol;Acc:MGI:5611037]	1	160741042	160741972	Gm37809	35.55	TEC
ENSMUSG00000037797	ENSMUSG00000037797.15	alcohol dehydrogenase 4 (class II), pi polypeptide [Source:MGI Symbol;Acc:MGI:1349472]	3	138121227	138136653	Adh4	41.83	protein_coding
ENSMUSG00000103739	ENSMUSG00000103739.2	predicted gene, 37653 [Source:MGI Symbol;Acc:MGI:5610881]	1	160742894	160746471	Gm37653	39.97	TEC
ENSMUSG00000026036	ENSMUSG00000026036.18	Ngg1 interacting factor 3-like 1 (S. pombe) [Source:MGI Symbol;Acc:MGI:1929485]	1	58484310	58520975	Nif3l1	43.81	protein_coding
ENSMUSG00000023977	ENSMUSG00000023977.16	ubiquitin protein ligase E3 component n-recognin 2 [Source:MGI Symbol;Acc:MGI:1861099]	17	47239221	47321482	Ubr2	46.87	protein_coding
ENSMUSG00000115210	ENSMUSG00000115210.2	predicted gene, 49308 [Source:MGI Symbol;Acc:MGI:6118810]	14	31472760	31476371	Gm49308	36.96	TEC
ENSMUSG00000093191	ENSMUSG00000093191.5	predicted gene, 22876 [Source:MGI Symbol;Acc:MGI:5452653]	14	31558841	31559138	Gm22876	52.35	misc_RNA
ENSMUSG00002076448	ENSMUSG00002076448.1	predicted gene, 55071 [Source:MGI Symbol;Acc:MGI:6846616]	14	31745301	31745397	Gm55071	54.64	misc_RNA
ENSMUSG00000021903	ENSMUSG00000021903.12	polypeptide N-acetylgalactosaminyltransferase 15 [Source:MGI Symbol;Acc:MGI:1926004]	14	31750946	31784154	Galnt15	48.44	protein_coding
ENSMUSG00000090112	ENSMUSG00000090112.9	SNF2 histone linker PHD RING helicase [Source:MGI Symbol;Acc:MGI:1917581]	10	11025171	11093339	Shprh	38.08	protein_coding
ENSMUSG00000046589	ENSMUSG00000046589.8	leucine rich repeat containing 8 family, member E [Source:MGI Symbol;Acc:MGI:1919517]	8	4276827	4287470	Lrrc8e	49.92	protein_coding
ENSMUSG00000070385	ENSMUSG00000070385.13	adenosine monophosphate deaminase 1 [Source:MGI Symbol;Acc:MGI:88015]	3	102981330	103007036	Ampd1	44.73	protein_coding
ENSMUSG00000050079	ENSMUSG00000050079.11	ring finger and SPRY domain containing 1 [Source:MGI Symbol;Acc:MGI:1914860]	8	95328565	95386903	Rspry1	40.60	protein_coding
ENSMUSG00000028635	ENSMUSG00000028635.8	endothelin 2 [Source:MGI Symbol;Acc:MGI:95284]	4	120018403	120024557	Edn2	53.78	protein_coding
ENSMUSG00002074858	ENSMUSG00002074858.1	predicted gene, 55426 [Source:MGI Symbol;Acc:MGI:6847322]	13	96493619	96493731	Gm55426	39.82	miRNA
ENSMUSG00000113743	ENSMUSG00000113743.2	predicted gene 8712 [Source:MGI Symbol;Acc:MGI:3644353]	13	96513438	96514138	Gm8712	53.92	processed_pseudogene
ENSMUSG00000115628	ENSMUSG00000115628.2	predicted gene, 49084 [Source:MGI Symbol;Acc:MGI:6118471]	14	31757872	31758295	Gm49084	47.64	processed_pseudogene
ENSMUSG00000021905	ENSMUSG00000021905.15	diphthamine biosynthesis 3 [Source:MGI Symbol;Acc:MGI:1922658]	14	31802523	31807686	Dph3	44.50	protein_coding
ENSMUSG00000021546	ENSMUSG00000021546.19	heterogeneous nuclear ribonucleoprotein K [Source:MGI Symbol;Acc:MGI:99894]	13	58538956	58551157	Hnrnpk	42.66	protein_coding
ENSMUSG00000052135	ENSMUSG00000052135.9	forkhead box O6 [Source:MGI Symbol;Acc:MGI:2676586]	4	120124276	120144546	Foxo6	56.01	protein_coding
ENSMUSG00000084990	ENSMUSG00000084990.2	predicted gene 14549 [Source:MGI Symbol;Acc:MGI:3705175]	X	36078424	36080853	Gm14549	45.88	lncRNA
ENSMUSG00000006423	ENSMUSG00000006423.16	STING1 ER exit protein 1 [Source:MGI Symbol;Acc:MGI:1924894]	X	36087390	36137764	Steep1	43.04	protein_coding
ENSMUSG00000000085	ENSMUSG00000000085.17	Scm polycomb group homolog 1 [Source:MGI Symbol;Acc:MGI:1352762]	4	120262478	120387383	Scmh1	39.89	protein_coding
ENSMUSG00000057290	ENSMUSG00000057290.6	predicted gene 15732 [Source:MGI Symbol;Acc:MGI:3805556]	5	37561728	37562207	Gm15732	48.54	processed_pseudogene
ENSMUSG00000029123	ENSMUSG00000029123.9	serine/threonine kinase 32B [Source:MGI Symbol;Acc:MGI:1927552]	5	37604169	37874515	Stk32b	44.98	protein_coding
ENSMUSG00000026715	ENSMUSG00000026715.13	serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1 [Source:MGI Symbol;Acc:MGI:88095]	1	160806155	160833433	Serpinc1	46.06	protein_coding
ENSMUSG00002075007	ENSMUSG00002075007.1	predicted gene, 55445 [Source:MGI Symbol;Acc:MGI:6847360]	3	102990192	102990491	Gm55445	52.67	misc_RNA
ENSMUSG00000105731	ENSMUSG00000105731.2	predicted gene 43063 [Source:MGI Symbol;Acc:MGI:5663200]	3	103004062	103005142	Gm43063	44.40	lncRNA
ENSMUSG00000115306	ENSMUSG00000115306.2	predicted gene, 49159 [Source:MGI Symbol;Acc:MGI:6118580]	14	86941998	86944621	Gm49159	37.73	TEC
ENSMUSG00000110248	ENSMUSG00000110248.2	predicted gene 45615 [Source:MGI Symbol;Acc:MGI:5791451]	7	113686133	113687592	Gm45615	49.04	lncRNA
ENSMUSG00000078784	ENSMUSG00000078784.9	ribosomal biogenesis factor [Source:MGI Symbol;Acc:MGI:1916376]	3	14671344	14676345	Rbis	37.94	protein_coding
ENSMUSG00002076478	ENSMUSG00002076478.1	predicted gene, 55078 [Source:MGI Symbol;Acc:MGI:6846630]	14	87158057	87158147	Gm55078	37.36	miRNA
ENSMUSG00000110407	ENSMUSG00000110407.2	predicted gene 45454 [Source:MGI Symbol;Acc:MGI:5791290]	7	113807869	113808323	Gm45454	52.75	processed_pseudogene
ENSMUSG00000102284	ENSMUSG00000102284.2	predicted gene, 37002 [Source:MGI Symbol;Acc:MGI:5610230]	14	87437138	87437510	Gm37002	34.58	TEC
ENSMUSG00000088536	ENSMUSG00000088536.3	predicted gene, 23278 [Source:MGI Symbol;Acc:MGI:5453055]	14	87583681	87583823	Gm23278	46.85	snoRNA
ENSMUSG00000030754	ENSMUSG00000030754.10	coatomer protein complex, subunit beta 1 [Source:MGI Symbol;Acc:MGI:1917599]	7	113814794	113853946	Copb1	39.21	protein_coding
ENSMUSG00000022019	ENSMUSG00000022019.17	tudor domain containing 3 [Source:MGI Symbol;Acc:MGI:2444023]	14	87654075	87782940	Tdrd3	39.23	protein_coding
ENSMUSG00000062329	ENSMUSG00000062329.5	cytokine-like 1 [Source:MGI Symbol;Acc:MGI:2684993]	5	37892863	37897164	Cytl1	47.88	protein_coding
ENSMUSG00000048450	ENSMUSG00000048450.11	msh homeobox 1 [Source:MGI Symbol;Acc:MGI:97168]	5	37977829	37981927	Msx1	54.89	protein_coding
ENSMUSG00000063316	ENSMUSG00000063316.14	ribosomal protein L27 [Source:MGI Symbol;Acc:MGI:98036]	11	101333124	101336355	Rpl27	49.32	protein_coding
ENSMUSG00000058153	ENSMUSG00000058153.16	seizure related 6 homolog like [Source:MGI Symbol;Acc:MGI:1935121]	5	112567017	112725051	Sez6l	49.82	protein_coding
ENSMUSG00000104249	ENSMUSG00000104249.2	predicted gene, 38151 [Source:MGI Symbol;Acc:MGI:5611379]	3	14694012	14694300	Gm38151	52.94	processed_pseudogene
ENSMUSG00000028138	ENSMUSG00000028138.9	alcohol dehydrogenase 5 (class III), chi polypeptide [Source:MGI Symbol;Acc:MGI:87929]	3	138148854	138161260	Adh5	46.06	protein_coding
ENSMUSG00000022814	ENSMUSG00000022814.7	uridine monophosphate synthetase [Source:MGI Symbol;Acc:MGI:1298388]	16	33775152	33787408	Umps	44.42	protein_coding
ENSMUSG00000022390	ENSMUSG00000022390.12	zinc finger CCCH type containing 7B [Source:MGI Symbol;Acc:MGI:1328310]	15	81629258	81680461	Zc3h7b	50.87	protein_coding
ENSMUSG00000102496	ENSMUSG00000102496.2	predicted gene, 36989 [Source:MGI Symbol;Acc:MGI:5610217]	18	35707960	35710119	Gm36989	30.79	TEC
ENSMUSG00000037058	ENSMUSG00000037058.17	polyadenylate-binding protein-interacting protein 2 [Source:MGI Symbol;Acc:MGI:1915119]	18	35731670	35750240	Paip2	41.11	protein_coding
ENSMUSG00000010358	ENSMUSG00000010358.14	interferon-induced protein 35 [Source:MGI Symbol;Acc:MGI:1917360]	11	101339233	101349524	Ifi35	47.92	protein_coding
ENSMUSG00000084265	ENSMUSG00000084265.2	predicted gene 14541 [Source:MGI Symbol;Acc:MGI:3709642]	X	36102790	36102946	Gm14541	43.95	processed_pseudogene
ENSMUSG00000044149	ENSMUSG00000044149.8	NF-kappaB repressing factor [Source:MGI Symbol;Acc:MGI:1924536]	X	36151193	36167166	Nkrf	40.93	protein_coding
ENSMUSG00000030751	ENSMUSG00000030751.19	proteasome subunit alpha 1 [Source:MGI Symbol;Acc:MGI:1347005]	7	113863841	113875353	Psma1	39.43	protein_coding
ENSMUSG00000086083	ENSMUSG00000086083.2	predicted gene 15829 [Source:MGI Symbol;Acc:MGI:3801893]	16	33786609	33787682	Gm15829	54.56	lncRNA
ENSMUSG00000103222	ENSMUSG00000103222.2	predicted gene, 37729 [Source:MGI Symbol;Acc:MGI:5610957]	1	160813328	160814499	Gm37729	46.16	TEC
ENSMUSG00000103680	ENSMUSG00000103680.2	predicted gene, 37072 [Source:MGI Symbol;Acc:MGI:5610300]	1	160828579	160829415	Gm37072	42.29	TEC
ENSMUSG00000061751	ENSMUSG00000061751.17	kalirin, RhoGEF kinase [Source:MGI Symbol;Acc:MGI:2685385]	16	33789443	34393902	Kalrn	45.47	protein_coding
ENSMUSG00000043467	ENSMUSG00000043467.20	zinc finger and BTB domain containing 37 [Source:MGI Symbol;Acc:MGI:2444467]	1	160830492	160862419	Zbtb37	41.30	protein_coding
ENSMUSG00000087155	ENSMUSG00000087155.2	predicted gene 15008 [Source:MGI Symbol;Acc:MGI:3705107]	X	36174487	36175638	Gm15008	45.23	lncRNA
